julian,year,pres,latitude,longitude,thr
200,2003,1,41.19638889,-124.3575,before
233,2004,1,45.79194444,-124.5608333,before
234,2004,1,46.03111111,-124.5613889,before
234,2004,1,46.37444444,-124.5572222,before
235,2004,1,47.23194444,-124.87,before
237,2004,1,47.96333333,-125.1616667,before
237,2004,1,47.85861111,-125.1133333,before
237,2004,1,47.79805556,-125.0502778,before
237,2004,1,47.69527778,-124.9863889,before
237,2004,1,47.885,-124.7883333,before
238,2004,1,47.49916667,-124.6322222,before
238,2004,1,47.37055556,-124.5780556,before
238,2004,1,47.32972222,-124.7041667,before
238,2004,1,47.25555556,-124.5694444,before
238,2004,1,46.98666667,-124.3825,before
238,2004,1,46.72472222,-124.4341667,before
239,2004,1,46.68583333,-124.3216667,before
239,2004,1,46.39583333,-124.2691667,before
239,2004,1,46.32555556,-124.3422222,before
239,2004,1,46.15583333,-124.3330556,before
239,2004,1,45.7825,-124.3847222,before
239,2004,1,45.69305556,-124.1805556,before
240,2004,1,45.55083333,-124.1886111,before
241,2004,1,45.05555556,-124.1266667,before
246,2004,1,44.37916667,-124.5386111,before
246,2004,1,44.36583333,-124.3936111,before
246,2004,1,44.21944444,-124.3158333,before
246,2004,1,44.31888889,-124.3930556,before
246,2004,1,44.29555556,-124.5877778,before
247,2004,1,44.12416667,-124.7433333,before
248,2004,1,43.67277778,-124.3022222,before
248,2004,1,43.44888889,-124.5105556,before
248,2004,1,43.385,-124.6466667,before
248,2004,1,43.20638889,-124.4711111,before
249,2004,1,42.59666667,-124.6416667,before
251,2004,1,42.16333333,-124.5494444,before
251,2004,1,42.06666667,-124.5816667,before
251,2004,0,41.89916667,-124.3858333,before
252,2004,1,41.57555556,-124.385,before
253,2004,1,42.09083333,-124.4411111,before
253,2004,1,42.02388889,-124.4483333,before
150,2004,1,47.96805556,-125.2194444,before
151,2004,1,47.02916667,-124.8261111,before
151,2004,1,46.53055556,-124.4394444,before
152,2004,1,46.36555556,-124.4858333,before
152,2004,1,46.29583333,-124.2694444,before
153,2004,1,46.09888889,-124.6586111,before
153,2004,1,46.15027778,-124.4147222,before
153,2004,1,46.05555556,-124.2641667,before
153,2004,1,45.99555556,-124.2025,before
159,2004,1,45.90388889,-124.2419444,before
163,2004,1,44.85972222,-124.1947222,before
163,2004,1,44.82888889,-124.1308333,before
164,2004,1,44.66472222,-124.1647222,before
164,2004,1,44.56222222,-124.2344444,before
164,2004,0,44.5675,-124.3769444,before
164,2004,0,44.49388889,-124.4272222,before
165,2004,1,44.36694444,-124.7727778,before
165,2004,0,44.36638889,-124.6088889,before
165,2004,1,44.3325,-124.4961111,before
165,2004,1,44.23888889,-124.5313889,before
165,2004,1,44.23055556,-124.5619444,before
166,2004,1,43.45305556,-124.5744444,before
170,2004,1,44.13277778,-124.6788889,before
170,2004,1,44.01583333,-124.6069444,before
175,2004,1,41.87027778,-124.4886111,before
234,2004,1,46.93666667,-124.6438889,before
234,2004,1,46.89861111,-124.42,before
235,2004,1,47.53916667,-124.9619444,before
147,2015,1,47.79694444,-125.0444444,after
236,2004,1,47.66805556,-124.7766667,before
236,2004,1,47.60305556,-124.8558333,before
236,2004,1,47.67027778,-125.0447222,before
238,2004,1,47.99833333,-124.9152778,before
239,2004,1,47.36388889,-124.7694444,before
239,2004,1,47.15944444,-124.9252778,before
239,2004,1,46.69472222,-124.5783333,before
239,2004,1,46.75166667,-124.3013889,before
242,2004,1,46.07138889,-124.4041667,before
244,2004,1,45.39194444,-124.3202778,before
244,2004,1,45.36972222,-124.3408333,before
246,2004,1,45.06833333,-124.195,before
246,2004,1,44.86083333,-124.3272222,before
247,2004,1,44.77444444,-124.2713889,before
247,2004,1,44.70611111,-124.2758333,before
247,2004,1,44.61083333,-124.2777778,before
249,2004,1,44.28361111,-124.7855556,before
249,2004,1,44.07527778,-124.56,before
251,2004,1,43.60833333,-124.37,before
251,2004,1,43.545,-124.5036111,before
253,2004,1,42.08694444,-124.5388889,before
253,2004,1,42.13694444,-124.445,before
257,2004,1,41.65416667,-124.4483333,before
258,2004,1,41.25444444,-124.2205556,before
258,2004,1,41.27833333,-124.3863889,before
147,2015,1,47.53583333,-124.9608333,after
147,2015,1,47.35277778,-124.775,after
236,2005,1,47.89972222,-125.0369444,before
238,2005,1,47.40388889,-124.7486111,before
238,2005,1,47.25861111,-124.6841667,before
238,2005,1,47.12277778,-124.5663889,before
238,2005,1,47.03416667,-124.6094444,before
238,2005,1,46.82444444,-124.6925,before
239,2005,1,46.53083333,-124.3247222,before
239,2005,1,46.48361111,-124.3327778,before
239,2005,1,46.38277778,-124.3733333,before
239,2005,1,46.27361111,-124.5075,before
240,2005,1,46.12583333,-124.6513889,before
240,2005,1,45.7975,-124.5613889,before
240,2005,1,45.66083333,-124.2177778,before
240,2005,1,45.53194444,-124.1436111,before
241,2005,1,45.15416667,-124.1488889,before
242,2005,1,44.62472222,-124.5333333,before
242,2005,1,44.76888889,-124.2505556,before
247,2005,1,44.53111111,-124.23,before
247,2005,1,44.34138889,-124.3183333,before
247,2005,1,44.24666667,-124.2272222,before
247,2005,1,44.24027778,-124.3844444,before
247,2005,1,44.38694444,-124.5480556,before
248,2005,1,44.43527778,-124.7455556,before
249,2005,1,44.03611111,-124.7052778,before
249,2005,1,44.02527778,-124.7005556,before
249,2005,1,43.9825,-124.6491667,before
249,2005,1,43.97805556,-124.5091667,before
250,2005,1,43.80888889,-124.3566667,before
250,2005,1,43.76972222,-124.5491667,before
250,2005,1,43.60166667,-124.4183333,before
250,2005,1,43.48472222,-124.4091667,before
251,2005,0,43.32444444,-124.5461111,before
251,2005,1,42.73222222,-124.6116667,before
251,2005,1,42.63361111,-124.4977778,before
252,2005,0,42.42944444,-124.6091667,before
252,2005,1,42.26388889,-124.5072222,before
252,2005,1,42.15888889,-124.5847222,before
254,2005,1,41.37388889,-124.4552778,before
254,2005,1,41.23166667,-124.2875,before
254,2005,1,41.16416667,-124.3513889,before
255,2005,1,41.00861111,-124.3063889,before
148,2015,1,46.85583333,-124.6997222,after
148,2015,1,46.82083333,-124.6780556,after
148,2015,1,46.77805556,-124.5694444,after
150,2005,1,45.85138889,-124.5161111,before
151,2005,1,47.0925,-124.83,before
234,2007,1,47.1,-124.7572222,after
152,2005,1,47.92361111,-125.1041667,before
152,2005,1,47.96111111,-125.1808333,before
154,2005,1,47.72611111,-125.0355556,before
155,2005,1,47.55638889,-124.8466667,before
155,2005,1,46.96972222,-124.5805556,before
155,2005,1,46.81527778,-124.4263889,before
156,2005,1,46.70666667,-124.58,before
156,2005,1,46.35083333,-124.2613889,before
157,2005,1,46.2575,-124.2763889,before
157,2005,1,46.19805556,-124.2388889,before
161,2005,1,45.82638889,-124.1658333,before
161,2005,1,45.79527778,-124.3116667,before
163,2005,1,45.32222222,-124.1419444,before
163,2005,1,45.02111111,-124.1211111,before
163,2005,1,44.90055556,-124.3769444,before
163,2005,1,44.76166667,-124.2805556,before
168,2005,1,44.28166667,-124.3175,before
168,2005,0,44.36416667,-124.4575,before
168,2005,1,44.38861111,-124.6288889,before
169,2005,0,44.21027778,-124.6805556,before
173,2005,1,43.83611111,-124.2611111,before
173,2005,1,43.75166667,-124.2966667,before
173,2005,1,43.67361111,-124.5158333,before
173,2005,1,43.41805556,-124.6111111,before
175,2005,1,42.96083333,-124.5936111,before
176,2005,1,42.54638889,-124.5741667,before
176,2005,1,42.00083333,-124.45,before
178,2005,1,41.16083333,-124.3011111,before
149,2005,1,45.6225,-124.3938889,before
150,2005,0,45.55611111,-124.1772222,before
150,2005,1,45.4575,-124.1375,before
155,2005,1,47.50472222,-124.8902778,before
155,2005,1,47.42666667,-124.7944444,before
156,2005,1,47.29055556,-124.8205556,before
156,2005,1,47.16611111,-124.7994444,before
156,2005,1,46.96722222,-124.4333333,before
156,2005,1,46.76416667,-124.4663889,before
156,2005,1,46.60111111,-124.4072222,before
157,2005,1,46.54805556,-124.4619444,before
157,2005,1,46.30611111,-124.4497222,before
161,2005,1,45.9825,-124.1913889,before
161,2005,1,45.75361111,-124.1155556,before
161,2005,1,45.35888889,-124.1841667,before
162,2005,1,45.12416667,-124.2005556,before
163,2005,1,44.86027778,-124.4519444,before
163,2005,1,44.89222222,-124.3041667,before
149,2015,1,46.225,-124.3608333,after
164,2005,1,44.75833333,-124.1758333,before
164,2005,1,44.72305556,-124.1780556,before
164,2005,1,44.67638889,-124.1811111,before
165,2005,1,44.3675,-124.7819444,before
166,2005,1,44.19222222,-124.7658333,before
168,2005,1,44.07444444,-124.3975,before
168,2005,1,43.84972222,-124.4722222,before
168,2005,1,44.04722222,-124.6691667,before
173,2005,1,43.36055556,-124.4794444,before
173,2005,0,43.25666667,-124.5594444,before
175,2005,1,43.05611111,-124.6272222,before
175,2005,1,42.98777778,-124.7658333,before
175,2005,1,42.92888889,-124.7355556,before
176,2005,1,42.59694444,-124.6641667,before
176,2005,1,42.26277778,-124.5722222,before
176,2005,1,42.03333333,-124.5463889,before
176,2005,1,41.96638889,-124.5369444,before
178,2005,1,41.26416667,-124.3616667,before
149,2015,1,46.18472222,-124.3908333,after
149,2015,1,46.09305556,-124.3533333,after
150,2015,1,46.01277778,-124.3472222,after
234,2005,1,46.27194444,-124.5763889,before
234,2005,1,46.42916667,-124.5366667,before
235,2005,1,47.64111111,-125.0588889,before
238,2005,1,47.91361111,-125.1386111,before
239,2005,1,46.59111111,-124.5111111,before
239,2005,1,46.22333333,-124.2825,before
240,2005,1,46.05861111,-124.4166667,before
240,2005,1,45.87027778,-124.1458333,before
240,2005,1,45.68888889,-124.2408333,before
240,2005,1,45.67555556,-124.46,before
240,2005,1,45.48861111,-124.3094444,before
241,2005,1,45.25638889,-124.1527778,before
241,2005,1,44.90166667,-124.1833333,before
242,2005,1,44.69,-124.3480556,before
242,2005,1,44.56583333,-124.3363889,before
246,2005,1,44.5675,-124.2430556,before
246,2005,1,44.43333333,-124.2213889,before
246,2005,1,44.44694444,-124.6525,before
247,2005,1,44.14,-124.92,before
247,2005,1,44.08055556,-124.6102778,before
247,2005,1,44.27083333,-124.2280556,before
247,2005,1,44.14027778,-124.2788889,before
248,2005,1,44.01138889,-124.5319444,before
248,2005,1,43.96944444,-124.3011111,before
248,2005,1,43.93972222,-124.3213889,before
248,2005,1,43.91638889,-124.3008333,before
248,2005,1,43.93361111,-124.2694444,before
250,2005,1,43.2625,-124.6044444,before
250,2005,1,43.075,-124.6594444,before
250,2005,1,43.04694444,-124.6038889,before
251,2005,1,43.03,-124.5994444,before
251,2005,1,43.02416667,-124.7519444,before
251,2005,1,43.02833333,-124.7777778,before
251,2005,0,42.73666667,-124.6180556,before
252,2005,1,42.23361111,-124.4891667,before
253,2005,1,42.0675,-124.5647222,before
253,2005,1,41.98388889,-124.4755556,before
253,2005,1,41.95916667,-124.3911111,before
253,2005,1,41.67305556,-124.3652778,before
254,2005,1,41.27361111,-124.3277778,before
254,2005,1,41.22444444,-124.3202778,before
232,2006,1,47.00472222,-124.8325,after
232,2006,1,47.18555556,-124.9258333,after
150,2015,1,45.98777778,-124.3891667,after
237,2006,1,46.285,-124.3213889,after
237,2006,1,45.96916667,-124.3875,after
237,2006,1,45.7575,-124.0772222,after
237,2006,1,45.24583333,-124.2788889,after
237,2006,1,45.08305556,-124.2794444,after
242,2006,1,44.45805556,-124.34,after
242,2006,0,44.37527778,-124.2811111,after
242,2006,0,44.28055556,-124.2483333,after
242,2006,0,44.08361111,-124.2822222,after
242,2006,0,44.07944444,-124.3908333,after
242,2006,0,44.11416667,-124.3716667,after
242,2006,1,44.41055556,-124.7286111,after
243,2006,0,44.18972222,-124.6419444,after
249,2006,1,43.87611111,-124.5433333,after
249,2006,1,43.75583333,-124.5516667,after
249,2006,1,43.64194444,-124.4619444,after
249,2006,1,43.3725,-124.6513889,after
250,2006,1,43.05722222,-124.7183333,after
250,2006,1,43.04805556,-124.6038889,after
250,2006,1,42.66361111,-124.6927778,after
251,2006,1,42.55638889,-124.5747222,after
252,2006,1,41.99555556,-124.4058333,after
252,2006,1,42,-124.5477778,after
253,2006,1,41.1925,-124.3319444,after
150,2015,1,45.86333333,-124.4183333,after
147,2006,1,46.73916667,-124.3738889,after
147,2006,1,46.85861111,-124.6833333,after
148,2006,1,47.96111111,-125.1508333,after
152,2006,1,47.225,-124.6863889,after
152,2006,1,47.17277778,-124.9227778,after
153,2006,1,46.43972222,-124.3066667,after
153,2006,1,46.205,-124.4136111,after
153,2006,1,46.28833333,-124.5877778,after
158,2006,1,44.77083333,-124.2066667,after
158,2006,1,44.96138889,-124.2594444,after
159,2006,1,45.26972222,-124.1855556,after
159,2006,1,45.29972222,-124.2819444,after
162,2006,1,44.14805556,-124.2513889,after
162,2006,1,44.04916667,-124.3880556,after
162,2006,1,44.17,-124.4913889,after
165,2006,1,42.96194444,-124.8661111,after
165,2006,1,42.98333333,-124.5608333,after
166,2006,1,43.41805556,-124.6061111,after
172,2006,0,42.61833333,-124.4755556,after
173,2006,0,41.53527778,-124.2544444,after
173,2006,1,41.43583333,-124.2555556,after
147,2006,1,46.53222222,-124.4966667,after
147,2006,1,46.69138889,-124.5422222,after
152,2006,1,45.65472222,-124.4333333,after
152,2006,1,45.65694444,-124.4563889,after
150,2015,1,45.69111111,-124.4241667,after
158,2006,1,44.21722222,-124.525,after
150,2015,1,45.6175,-124.41,after
232,2006,1,47.9575,-125.0708333,after
232,2006,1,47.99,-125.0358333,after
238,2006,1,44.67722222,-124.2186111,after
243,2006,1,44.60055556,-124.5361111,after
243,2006,0,44.49333333,-124.3219444,after
243,2006,1,44.37277778,-124.375,after
244,2006,1,44.10972222,-124.9311111,after
244,2006,1,44.04277778,-124.2547222,after
244,2006,1,43.88416667,-124.4533333,after
244,2006,1,43.80194444,-124.38,after
245,2006,1,43.30027778,-124.5119444,after
247,2006,1,42.41583333,-124.7238889,after
247,2006,1,42.67111111,-124.5461111,after
248,2006,1,42.515,-124.6177778,after
151,2015,1,45.32833333,-124.1786111,after
249,2006,1,42.17111111,-124.5680556,after
250,2006,1,42.07833333,-124.4480556,after
257,2006,1,41.49361111,-124.4766667,after
229,2007,1,45.2575,-124.2622222,after
229,2007,1,45.45555556,-124.1494444,after
229,2007,1,45.49166667,-124.3433333,after
230,2007,1,45.70333333,-124.1725,after
230,2007,1,45.695,-124.255,after
230,2007,1,45.83194444,-124.305,after
230,2007,1,45.91694444,-124.2475,after
230,2007,1,45.96138889,-124.4494444,after
230,2007,1,46.09333333,-124.3147222,after
230,2007,1,46.11861111,-124.3008333,after
231,2007,1,45.99305556,-124.0930556,after
231,2007,1,46.16027778,-124.5136111,after
231,2007,1,46.62388889,-124.3419444,after
231,2007,1,46.76611111,-124.3344444,after
232,2007,1,46.81916667,-124.4663889,after
232,2007,1,46.99,-124.6761111,after
232,2007,1,47.18416667,-124.6088889,after
232,2007,1,47.42194444,-124.7380556,after
232,2007,1,47.52305556,-124.9325,after
232,2007,1,47.75527778,-124.8197222,after
232,2007,1,47.8575,-124.965,after
233,2007,1,47.995,-125.5541667,after
234,2007,1,47.89888889,-125.065,after
234,2007,1,47.26527778,-124.7963889,after
236,2007,1,45.92305556,-124.5669444,after
236,2007,1,45.94361111,-124.6027778,after
238,2007,0,45.005,-124.1,after
238,2007,1,44.80555556,-124.1977778,after
246,2007,1,44.12305556,-124.9211111,after
247,2007,1,44.13861111,-124.6663889,after
247,2007,1,44.31805556,-124.6172222,after
247,2007,0,44.35222222,-124.6791667,after
248,2007,1,44.68138889,-124.5325,after
248,2007,1,44.57472222,-124.3669444,after
248,2007,1,44.31638889,-124.3141667,after
248,2007,1,44.07916667,-124.4863889,after
248,2007,1,44.06611111,-124.4763889,after
248,2007,1,43.97416667,-124.3952778,after
248,2007,1,43.86,-124.2377778,after
250,2007,1,43.57888889,-124.5341667,after
253,2007,1,41.29388889,-124.42,after
250,2007,1,43.56694444,-124.3872222,after
255,2007,1,43.08861111,-124.7238889,after
255,2007,1,42.32388889,-124.4822222,after
139,2007,1,46.08916667,-124.6288889,after
139,2007,1,46.32166667,-124.3402778,after
140,2007,1,46.95972222,-124.6133333,after
140,2007,1,46.98861111,-124.5719444,after
141,2007,1,47.45222222,-124.6052778,after
143,2007,1,47.975,-125.5616667,after
146,2007,1,45.97222222,-124.5188889,after
152,2015,1,45.09194444,-124.2691667,after
146,2007,1,45.74027778,-124.2411111,after
156,2015,1,44.70083333,-124.2433333,after
147,2007,1,44.7575,-124.3394444,after
147,2007,0,44.67472222,-124.3677778,after
151,2007,1,44.53805556,-124.265,after
151,2007,1,44.48305556,-124.2766667,after
151,2007,1,44.54305556,-124.5908333,after
155,2007,1,44.31666667,-124.7797222,after
156,2007,1,44.27888889,-124.825,after
156,2007,1,44.07694444,-124.7333333,after
156,2007,1,44.01277778,-124.5702778,after
156,2007,1,44.09694444,-124.2788889,after
157,2007,1,42.91583333,-124.7941667,after
164,2007,1,42.66444444,-124.6338889,after
169,2007,1,41.40722222,-124.4227778,after
169,2007,1,41.48555556,-124.3555556,after
170,2007,1,41.32583333,-124.2241667,after
170,2007,1,41.13777778,-124.3583333,after
142,2007,1,47.69472222,-125.0786111,after
142,2007,1,47.72027778,-124.9327778,after
142,2007,1,47.75055556,-124.8611111,after
142,2007,1,47.91777778,-125.0280556,after
153,2007,1,45.01805556,-124.1288889,after
153,2007,1,45.02944444,-124.2236111,after
157,2007,1,44.06194444,-124.6455556,after
160,2007,1,42.99083333,-124.5966667,after
160,2007,1,43.04444444,-124.5958333,after
165,2007,1,42.66972222,-124.6263889,after
233,2007,1,47.73055556,-125.0655556,after
156,2015,1,44.59833333,-124.4663889,after
234,2007,1,47.25694444,-124.5666667,after
234,2007,1,47.13611111,-124.6516667,after
234,2007,1,47.03277778,-124.6197222,after
235,2007,1,46.51583333,-124.3636111,after
235,2007,1,46.58222222,-124.3955556,after
235,2007,1,46.56694444,-124.5002778,after
235,2007,1,46.45861111,-124.4988889,after
236,2007,1,45.95555556,-124.3127778,after
236,2007,1,45.81305556,-124.4163889,after
236,2007,1,45.77,-124.3969444,after
236,2007,1,45.69861111,-124.1516667,after
237,2007,1,45.63611111,-124.2780556,after
238,2007,1,44.84194444,-124.1636111,after
242,2007,0,44.65416667,-124.1583333,after
242,2007,1,44.69305556,-124.2027778,after
242,2007,1,44.67805556,-124.4052778,after
243,2007,1,44.37722222,-124.7188889,after
243,2007,1,44.17888889,-124.2230556,after
244,2007,1,43.82611111,-124.4680556,after
244,2007,1,43.84944444,-124.5322222,after
245,2007,1,43.03111111,-124.6030556,after
246,2007,1,42.79833333,-124.6808333,after
246,2007,1,42.63083333,-124.5836111,after
247,2007,1,42.25361111,-124.5530556,after
251,2007,1,42.06444444,-124.5013889,after
251,2007,1,42.00555556,-124.4872222,after
251,2007,1,41.88888889,-124.4763889,after
252,2007,1,41.53055556,-124.4130556,after
157,2015,1,44.39611111,-124.2794444,after
248,2008,1,44.53194444,-124.2033333,after
235,2008,1,45.21972222,-124.1483333,after
235,2008,1,45.355,-124.0811111,after
236,2008,1,46.06805556,-124.455,after
236,2008,1,46.35694444,-124.4716667,after
236,2008,1,46.62805556,-124.4383333,after
237,2008,1,46.72666667,-124.5666667,after
237,2008,1,46.86194444,-124.7155556,after
237,2008,1,47.14027778,-124.7811111,after
237,2008,1,47.32361111,-124.6166667,after
237,2008,1,47.36361111,-124.6833333,after
237,2008,1,47.41972222,-124.7097222,after
238,2008,1,47.89138889,-125.0330556,after
238,2008,1,47.9325,-124.8244444,after
240,2008,1,47.83138889,-125.0808333,after
240,2008,1,47.62916667,-125.0027778,after
241,2008,1,47.295,-124.8438889,after
243,2008,1,44.96805556,-124.2644444,after
243,2008,1,44.80638889,-124.3055556,after
247,2008,1,44.6,-124.2733333,after
247,2008,1,44.23027778,-124.6230556,after
247,2008,1,44.17583333,-124.5958333,after
248,2008,1,44.35138889,-124.3477778,after
252,2008,1,44.83305556,-124.3308333,after
252,2008,1,44.57138889,-124.5825,after
253,2008,1,44.02777778,-124.4386111,after
253,2008,1,43.95222222,-124.7013889,after
254,2008,1,43.80333333,-124.3297222,after
254,2008,1,43.75138889,-124.4661111,after
256,2008,1,42.77361111,-124.7016667,after
256,2008,0,43.05777778,-124.4955556,after
260,2008,0,42.38277778,-124.5133333,after
260,2008,1,42.32944444,-124.4788889,after
157,2015,1,44.34694444,-124.7552778,after
157,2015,1,44.17583333,-124.6375,after
154,2008,1,44.37194444,-124.3808333,after
136,2008,1,45.7,-124.3111111,after
136,2008,1,45.76638889,-124.3402778,after
138,2008,1,47.16805556,-124.8980556,after
138,2008,1,47.22805556,-124.7986111,after
140,2008,1,47.93305556,-125.0311111,after
140,2008,1,47.87472222,-124.8577778,after
140,2008,1,47.76916667,-124.7813889,after
140,2008,1,47.69666667,-124.7719444,after
142,2008,1,47.02444444,-124.6786111,after
142,2008,1,47.02611111,-124.7866667,after
142,2008,1,46.83583333,-124.8247222,after
142,2008,1,46.83638889,-124.7277778,after
143,2008,1,46.75416667,-124.5555556,after
143,2008,1,46.67083333,-124.7188889,after
143,2008,1,46.46583333,-124.5119444,after
143,2008,1,46.03638889,-124.3830556,after
144,2008,1,45.90166667,-124.5658333,after
144,2008,1,45.93972222,-124.5122222,after
144,2008,1,45.92694444,-124.3897222,after
144,2008,1,45.87138889,-124.3138889,after
144,2008,1,45.66666667,-124.11,after
144,2008,1,45.68833333,-124.4816667,after
149,2008,1,44.92583333,-124.3061111,after
150,2008,1,45.16916667,-124.1627778,after
150,2008,1,45.19611111,-124.2738889,after
150,2008,1,45.23555556,-124.2869444,after
152,2008,1,44.77361111,-124.5261111,after
152,2008,1,44.86583333,-124.3694444,after
153,2008,0,44.73194444,-124.1772222,after
154,2008,0,44.33916667,-124.2575,after
154,2008,0,44.3,-124.3186111,after
154,2008,1,44.21805556,-124.6011111,after
154,2008,0,44.15194444,-124.7675,after
154,2008,1,44.14722222,-124.9241667,after
156,2008,1,43.77333333,-124.3908333,after
156,2008,1,43.05805556,-124.6586111,after
156,2008,1,42.98111111,-124.7705556,after
157,2008,1,42.84916667,-124.7286111,after
159,2008,1,42.22166667,-124.4633333,after
159,2008,1,42.16,-124.54,after
164,2008,1,41.40444444,-124.2933333,after
158,2015,1,44.11444444,-124.2558333,after
260,2008,1,41.80861111,-124.3938889,after
137,2008,1,46.96138889,-124.7891667,after
138,2008,1,47.95722222,-125.4769444,after
139,2008,1,47.98722222,-125.5227778,after
142,2008,1,47.165,-124.6491667,after
142,2008,1,47.2075,-124.9,after
142,2008,1,47.17111111,-124.9308333,after
142,2008,1,47.45222222,-124.8191667,after
142,2008,1,47.49333333,-124.9261111,after
158,2015,1,44.0075,-124.2291667,after
145,2008,1,45.11805556,-124.1847222,after
145,2008,1,44.99722222,-124.2711111,after
145,2008,1,44.84166667,-124.4113889,after
151,2008,1,44.72416667,-124.2725,after
151,2008,1,44.76388889,-124.2677778,after
151,2008,0,44.79083333,-124.1727778,after
152,2008,1,44.53361111,-124.2927778,after
152,2008,1,44.49722222,-124.2072222,after
152,2008,0,44.44555556,-124.4580556,after
152,2008,0,44.37805556,-124.4227778,after
152,2008,1,44.17805556,-124.5377778,after
152,2008,1,44.14916667,-124.5411111,after
157,2008,1,43.3175,-124.5886111,after
157,2008,1,43.06361111,-124.6691667,after
159,2008,1,41.92111111,-124.5361111,after
164,2008,1,41.3375,-124.375,after
164,2008,1,41.30833333,-124.2988889,after
158,2015,1,43.94805556,-124.605,after
238,2008,1,47.92861111,-125.1036111,after
239,2008,1,47.32888889,-124.5666667,after
239,2008,1,47.10333333,-124.6002778,after
239,2008,1,47.05472222,-124.7852778,after
239,2008,1,46.92055556,-124.575,after
239,2008,1,46.83083333,-124.5197222,after
239,2008,1,46.79916667,-124.5375,after
240,2008,1,46.46055556,-124.3222222,after
240,2008,1,46.49666667,-124.3286111,after
240,2008,1,46.52611111,-124.5052778,after
243,2008,1,44.94083333,-124.1336111,after
247,2008,1,44.64472222,-124.3608333,after
247,2008,1,44.62861111,-124.5363889,after
247,2008,1,44.4175,-124.3955556,after
247,2008,1,44.35055556,-124.4125,after
249,2008,1,44.04833333,-124.4072222,after
250,2008,1,44.07027778,-124.695,after
250,2008,1,43.89833333,-124.4447222,after
250,2008,1,43.67416667,-124.3697222,after
