"","arrowtooth flounder","big skate","bocaccio","butter sole","California skate","canary rockfish","chilipepper","curlfin sole","darkblotched rockfish","Dover sole","English sole","flathead sole","greenspotted rockfish","greenstriped rockfish","kelp greenling","lingcod","longnose skate","Pacific cod","Pacific ocean perch","Pacific sanddab","Pacific spiny dogfish","petrale sole","pygmy rockfish","quillback rockfish","redbanded rockfish","redstripe rockfish","rex sole","rosethorn rockfish","rougheye and blackspotted rockfish","sablefish","sand sole","sandpaper skate","sharpchin rockfish","shortbelly rockfish","shortspine thornyhead","silvergray rockfish","southern rock sole","splitnose rockfish","spotted ratfish","starry flounder","starry skate","stripetail rockfish","widow rockfish","yelloweye rockfish","yellowtail rockfish"
"200303003043",2.37436169646927,0,0,0,0,0,0,0,2.03156661077974,2.21758135297136,0,0,0,1.0814086826819,0,0.329135473016239,2.47766812493257,0,0,0,0,0,0,0,0.329135473016239,0,0.774403776986169,0,1.97910420790041,0.329135473016239,0,0.93964175208261,0,0,1.20555057255279,0,0,2.62917162055865,2.33741027990674,0,0,0,0,0,0
"200303003044",2.60782671368981,0.394366004745446,0,0,0,0,0,0,0,3.69284446128725,0,2.53390643639543,0,0.676451984775597,0,0.676451984775597,1.3611458669789,0,0,2.96376931087498,0.394366004745446,1.58259014967899,0,0,0,0,4.68958373485851,0,0,0,0,0.676451984775597,0,0,0,0,0,0,1.6772816970101,0,0,0,0,0,0.394366004745446
"200303003048",3.2642432282828,0,0,0,0,0,0,0,2.04244230464782,3.64600119959173,0,2.23930111323388,0,2.40370766147764,0,0.814486244227526,1.79708878045852,0.350190872420015,0,0,1.98651404384269,1.47125743983113,0,0,0,0,3.08953776575095,0,0.814486244227526,3.55438797959931,0,0.609046220886596,0,0,0,0,0,0.350190872420015,1.56319414616008,0,0,0,0,0,0
"200303003055",1.55893522774117,0.728756556634824,0,0,0,0,0,0,0,1.85042292685808,3.39978148247456,0,0,0,0,0.429345021764461,0,0.958872309829717,0,4.34572098320596,0,2.00620016645329,0,0,0,0,2.80646335000926,0,0,1.14581514038405,0,0,0,0,0,0,0,0,0.429345021764461,0,0,0,0,0,0
"200303003056",0.422411628022347,1.13222292310177,0,0,0,1.64963720837402,0,2.93766012110595,0,3.09219885744843,4.3190166914635,0,0,0,0.422411628022347,1.98891992213063,0,0,0,6.45514944152047,0.946590684802266,2.05838043949454,0,0,0,0,2.78769007774751,0,0,0,0,0,0,0,0,0,0.718460468921009,0,2.61119220402758,0,0,0,0,0,0
"200303003057",0,1.62983327694961,0,1.27099290596491,0,0,0,1.11563718187663,0,3.56566112126459,4.75259545484244,0,0,0,0,0,0,0,0,3.26312315712432,0.414013785148306,2.10172781597326,0,0,0,0,3.28256019755284,0,0,0,0.70594294643779,0,0,0,0,0,0,0,1.62983327694961,0.414013785148306,0,0,0,0,0
"200303003058",2.91458772420614,1.36273602877909,0,0.395063194776389,0,0,0,0,0,3.99438756775595,2.67864775312191,0.897488674876009,0,0,0,0.897488674876009,1.07769912388204,0,0,6.05984628760434,0.395063194776389,2.2231225322184,0,0,0,0,3.22779195619489,0,0,0,0,0,0,0,0,0,0,0,1.36273602877909,0,0,0,0,0,0
"200303003064",2.27262616865809,0,0,0,0,0,0,0,0,5.43696659428208,0,0,0,2.36762910724622,0,0,3.01279192234576,0,0,0,0.394473587264851,0.896418171454599,0,0,0,0,3.53714355611639,0,0.394473587264851,1.98606984040061,0,1.67755009922312,0,0,1.36139133553046,0,0,0,1.76405076740557,0,0,0,0,0,0
"200303003066",0.716205167995836,0,0.420896022049441,0,0,2.90524690394632,0,0,0,2.71666622318486,1.64607973058768,0,1.2855424841739,4.15573916743865,0,5.57087160921853,0.716205167995836,0.420896022049441,0,0,1.2855424841739,1.12923961739915,3.73336078844979,0,0,7.8026283425756,2.0545385722944,5.32603183919204,0,1.91051753406703,0,0.420896022049441,9.79997198800827,0,0,0.420896022049441,0,0,4.70388464170934,0,0,0,0.420896022049441,1.64607973058768,0
"200303003069",2.38879532507232,0,0,0,0,0,0,0,0.371574673812754,4.46536865104769,2.50555883500208,0,0,1.3083589603204,0,0.64187085475527,1.52608433839033,0,0,0,0,1.02964244590278,0,0,0.371574673812754,0,3.15703471905278,0,0,2.38879532507232,0,0.854435907038789,0,0,0,0,0,0,1.42313552472475,0,0,0.64187085475527,0,0,0
"200303003072",1.66907513658262,0,0,0,0,0.391084951095195,0.671498648354944,0,1.57457167283958,5.84106253028953,1.06964216496173,0,0,3.43883990369446,0,1.22169107765545,2.26327383980401,0,0,0,1.35364324090796,0.391084951095195,0,0,0,0,3.83870990728683,0,0,2.21221498673946,0,1.66907513658262,2.31185184302501,0,0,0,0,0.890255680579752,4.10796824411226,0,0,4.45653063828652,0,0,0
"200303003076",0,1.10962544608566,0,0,0,0,0,2.52745449548982,0,0,3.86627447372209,0,0,0,0,0,0,0,0,4.46674762711885,0,3.02793224852808,0,0,0,0,1.62263922102539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200303003077",2.76448007546508,0,0,0,0,0.371997866160151,0.64251670422681,0,0.64251670422681,5.67711985265188,1.17962358230801,0,0,3.41084874314484,0,0,1.4241702283414,0,0,0,0.855219114665038,1.4241702283414,0,0,0,0,2.96917396934457,0,0,2.54289069287913,0,0.371997866160151,0,0,0,0,0,0,2.04891123478283,0,0,1.92544334220434,0,0,0
"200303003081",0.408548496915351,1.10476958821237,0,0,0.408548496915351,0,0,0,0,1.71229950642182,2.20542591382029,0,0,0,0,0,1.61682213544422,0,0,6.18921943880633,0,0,0,0,0,0,3.95062534130951,0,0,0.408548496915351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200303003082",3.11374609576542,0,0,0,0,0.851890689060978,4.40237414857527,0,2.57235809329217,4.36320436238676,4.20927433610848,0,0,2.25260381612707,0,2.53755020304999,1.17561169380382,0,0,0,0.370200462565453,0.370200462565453,0,0,0,0,3.15278914135598,0,0,2.10027277771522,0,0,2.5014868937791,2.86658666831127,0,0,0,0,3.27855570087753,0,0,5.47417296394595,0,0,0
"200303006001",1.70596613019637,0,0,0,0,0,0,0,1.25382641717789,4.74205034417741,3.36873305056277,0,0,2.77398426684159,0,1.25382641717789,1.25382641717789,2.39924855677141,0,0,1.87306183096634,1.94718615183097,0,0,0,0,4.27116515832369,0,0,1.87306183096634,0,0.693891713367596,0,0,0,0,0,0.405961524900291,2.89177763260226,0,0,0,0,0,0
"200303006003",1.89304555853298,1.89304555853298,0,0,0,0,0,0,0,4.40468889760692,2.95344632305588,2.45552079176886,0,0,0,0,2.50790010999973,0,0,3.66928060137229,0.48650281364895,1.25461003441009,0,0,0,0,2.65034843026234,0,0,1.05773926110229,0,1.25461003441009,0,0,0,0,0,0,1.98323026077107,0,0,0,0,0,0
"200303006004",3.1771671543607,0,0,0,0,0,0,0,0.444978605285764,5.51633544502634,0,3.36808312334757,0,0,0,0,1.17613713373508,1.70177175453281,0,0,2.99850500289557,2.40588351611476,0,0,0,0,3.94043771451804,0,0,1.96921153781603,0,0.444978605285764,0,0,0,0,0,0,2.18001006975047,0,0,0,0,0,0
"200303006005",3.08120603644323,0,0,0,0,0,0,0,2.98350218899598,4.04778851946268,1.62048533371867,1.62048533371867,0,2.53842270253489,0,0.700066107846129,1.39665488262891,3.66409275832546,0,0,0,1.26263255827068,0,0,0,0,4.69579471918093,0,0,2.53842270253489,0,0.700066107846129,0,0,0,0,0,0,0,0,0,0,0,0,3.82014840719862
"200303006007",3.37325374886045,0,0,0,0,0.395917320687356,0,0,0.395917320687356,3.68536623392902,0,1.68114782899551,0,0,0,0.678791095304032,2.68108325388686,0.678791095304032,0,0,1.3646821997275,0,0,0,0,0,4.82723595953984,0,1.07942467410053,1.23219061848969,0,0.899038531172387,0,0,0,0,0,0,1.68114782899551,0,0,0,0,0,2.0541815022405
"200303006025",0,0,0,0,0,0,0,0,0,2.78933004404713,4.19962754969148,0,0,0.702110750422106,0,0.411449739725444,0.702110750422106,0.927037414411766,0,4.74064347949182,4.79261118101959,3.48303047035967,0,0,0,0,3.65496805390595,0,0,0.411449739725444,0,0.927037414411766,0,0,0,0,0,0,2.36753665970411,0,0,0,0,0,0.411449739725444
"200303006026",2.66027199318248,0,0,0,0,0,0,0,0.704626354350313,5.10719345399861,1.72346417777146,3.33619302950954,0,0.41313251317705,0,0.41313251317705,2.09944443969182,0.704626354350313,0,3.94435438617344,3.01743123249685,2.32315366433459,0,0,0,0,3.31782867993814,0,0,1.40346408271571,0,0.41313251317705,0.41313251317705,0,0,0,0,0,1.40346408271571,0,0,0,0,0,0.41313251317705
"200303006031",1.45169438427067,0,0,0,0,0,0,0,0,6.21515298228406,3.2397594340772,0,0,0,0,0,0.737218927689492,0.435061017791963,0,4.26707016695207,3.02636156835372,3.07787332977045,0,0,0,0,4.68560937889341,0,0,0.968948453558347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200303006032",3.20173779884154,0,0,0,0,0,0,0,1.4902150863332,4.15680592191011,0,1.4902150863332,0,1.77689960154847,0,0.684257783867335,0.684257783867335,0,0,0,0,0.905613933788099,0,0,1.69016038432783,0,4.75297879165198,0.905613933788099,0.684257783867335,0,0,1.24003950628015,3.31498931275777,0,3.64616503951195,0,0,6.23984358228532,0.399547632452298,0,0,0.399547632452298,0,0,0
"200303006037",2.8511209728032,0,0,0,0,0,0,0,0,5.70658370331199,0.947057892624757,0,0,0.422674704035798,0,0.422674704035798,0.422674704035798,1.83424056871811,0,0.422674704035798,1.91492293976713,0.947057892624757,0,0,0,0,4.55556773950997,0,0,1.54378188369365,0,1.6502539697007,0,0,0.422674704035798,0,0,0,1.98957886933704,0,0,0,0,0,0
"200303006039",2.36170686308313,0,0,0,0,0,0,0,3.71449076987283,4.45914653078514,0.427771649301077,1.43580206089478,0.427771649301077,2.89495818149151,0,0.427771649301077,0.956091032995799,0,1.84661972622615,0,0,0,0,0,0.726423132139171,0,5.01733186571703,0.427771649301077,0,2.19806165216964,0,0,1.14273862710617,0,2.36170686308313,0,0,3.35896679144006,1.29996791564802,0,0,3.61901567540872,0.726423132139171,0,0
"200303006040",0,0.450260553173809,0,0,0,0,0,0,0,3.62162085068048,3.62162085068048,0,0,0,0,0,0,0,0,6.16037795011545,0,2.05727905930847,0,0,0,0,5.29001369128365,0,0,1.9818190024454,0,0,0,0,0,0,0,0,4.39678768127295,0,0,0,0,0,0
"200303006044",3.14292678590779,0,0,0,0,0.393386453717127,0,0,0,3.90562439713639,0.393386453717127,1.58020022598479,0,2.67385536428803,0,0.393386453717127,1.58020022598479,0,0,0,0,1.2266990941538,0,0,0.674974044522655,0,4.70421843333354,0,0.393386453717127,1.2266990941538,0,1.07430730040701,0,0,0,0,0,1.07430730040701,1.07430730040701,0,0,0,0,0,2.31824473748326
"200303006053",1.36284602326763,0.677576205167717,0,0,0,0,0,0,0,2.05203112991401,3.80874955296679,0,0,0,0,0.677576205167717,0,0,0,4.49074685834856,0.677576205167717,1.76567149375937,0,0,0,0,3.78702462669292,0,0,0,0,0.677576205167717,0,0,0,0,0,0,2.11242219897063,0,0,0,0,0,0
"200303006056",3.15165779883975,0,0,0,0,1.51724029441322,0,0,0,5.34225664077241,1.39899012661214,0.411127578846672,0,2.65475228689807,0,0.411127578846672,0.926460206130683,0,0,0,1.71859006551399,0.701628908040424,0,0,0,0,4.68956439771463,0,0,5.59655873538629,0,1.51724029441322,0,0,0,0,0,0,1.51724029441322,0,0,0,0,0,0
"200303006057",0,0.437814882267168,0,0,0,0,0,0.437814882267168,0,2.65208874997682,0.741287681003115,0,1.16229803957861,3.00697546195928,1.32084619254171,2.57146635575236,1.32084619254171,0,0,1.95196305333451,0,1.57799399809026,2.02707094292787,0,0,3.96339837772288,0,1.95196305333451,0,0,0,0,0,0,0,0,0,0,2.57146635575236,0,0,0,0,0,0
"200303006058",0,2.23829067737134,0,0,0,0,0,2.02579752084028,0,3.43136727414277,3.73025381535583,0,0,0,0.468989220646013,2.17235236799087,0.468989220646013,0,0,7.96026638608038,0,3.14156174768191,0,0,0,0,4.76290261985098,0,0,0,0,0.468989220646013,0,0,0,0,0,0,1.52393810846156,0,0,0,0,0,0
"200303006059",2.85963742154986,0,0,0,0,1.03969534563318,0,0,0,3.76241263339585,3.04983721000382,0,0,2.27054600501069,0,0.863424162322005,2.06131983673024,0.863424162322005,1.18950180730648,0,1.31976260640426,0.376440474620665,0,0,0,0,4.78236194113106,0,0,2.68870862578619,0,0,0,0,0.376440474620665,0,0,0,0.649288081911739,0,0,2.80584331434017,0,0,0
"200303006066",2.78263490597992,0.409048658556487,0,0,0,1.8808739275817,0,0,0,3.95208724396144,3.94232904019497,0,0,1.8808739275817,0,0,2.31223136120267,0,0,0,0,1.8808739275817,0,0,0,0,3.97132254758713,0,0.409048658556487,2.57484174646208,0,1.26042634193019,0,0,0,0,0,2.20675232133348,1.51241912537862,0,0,0.409048658556487,0,0,0
"200303006067",2.15033429058956,0,0,0,0,0.388137884827082,0,0,0.884882263232676,5.72954371893092,3.28123388593141,0,0,3.81942308586973,0,1.06365230759567,1.96921218972353,0.667042442148135,0,0.667042442148135,0.388137884827082,0,0,0,0,0,5.72336235722956,0,1.34687717831053,1.06365230759567,0,0.667042442148135,0,0,0,0,0,0,0.388137884827082,0,0,0,0,0,0
"200303006068",1.72214152214437,0,0,0,0,0,0,0,0,4.99780683653223,2.987984978051,0,0,2.4485841995855,0,0.378196726885529,1.439254502008,0.866659298412784,0,0,0,0.651960606093185,0,0,0,0,3.76787098260194,0,0,1.94239696670474,0,1.04331106735846,0,0,0,0,0,0,0,0,0,0.866659298412784,0,0.378196726885529,0
"200303006073",1.83171315980489,0,0,0,0,1.01094317490434,0,0,0,6.00347293221485,3.04947235302507,0,0,0.362590977902637,0,0,1.28710579525863,0,0,0,0,0,0,0,0,0,5.57964289619718,0,0,1.40101933523374,0,1.15852756821193,0,0,1.50327343750561,0,0,0,1.28710579525863,0,0,0,0,0,0
"200303006075",0.758290027939686,0,0,0,0,1.34457544905026,0.449361715888684,0,4.84819839401715,5.12945007547272,2.46631132737659,0,0,3.06447506035905,0,0,0.449361715888684,0.449361715888684,1.71172222707929,0,0,0.758290027939686,0,0,0,0,4.76472497393456,0,0,1.1845593480916,0,0.993967971452644,0,0,0,0,0,4.2186655003985,0,0,0,3.95235911269914,2.79223262712754,0,0.449361715888684
"200303006080",2.43654414133326,0,0,0,0,0,0,0,1.0943785751812,4.84180907255617,3.28971573321124,0,0,1.94046350360275,0,0.689973577035852,1.24822615991435,0,0,1.69954966622199,0,0.912481197241875,0,0,0,0,4.07128822144488,0,0,2.96438415565221,0,0.403350491904441,0,0,0,0,0,2.79738951422319,0.689973577035852,0,0,1.24822615991435,0,0,0
"200303006084",0.765979377974897,0,0,0,0,0,0,1.35525514228302,0,0,4.98387104227253,0,0,0,0,0.765979377974897,0,0,0,5.37112449355215,0,1.91035704963633,0,0,0,0,3.48600570934413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200303006085",1.91089942328168,0,0,0,0,0,0,0,0,2.65648181323873,3.33463289696437,0,0,0,0,0.454837034204798,0.766320075735103,0,0,6.11355529586121,0.454837034204798,1.35572759838431,0,0,0,0,3.81431256880421,0,0,1.35572759838431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200303006089",1.98542723834611,0,0,0,0,0,0,0,0,3.95038336883747,2.60744251181972,0,0,0,0,2.37697298209783,2.37697298209783,0,0,6.59649390835308,1.33291209547856,1.77259751957346,0,0,0,0,5.47363934396108,0,0,0.5294614227427,0,0,0,0,0,0,0,0,1.64636856155106,0,0,0,0,0,0
"200303008008",3.44422220519745,0,0,0,0,0,0,0,4.22879533965573,4.80149820179598,0,0,0,3.28295671371905,0,2.58355797821809,1.50370760914948,1.01129836833722,4.67934267634866,0,3.34651709693225,0,0,0,1.01129836833722,0,0,2.14940227786089,0,3.7332293719157,0,1.36488690272476,4.50211340042158,0,1.01129836833722,0.459357183863465,0,1.73420951128895,2.44191292288975,0,0,0.459357183863465,0,0.772933895979953,0
"200303008019",3.2519176682802,0,0,0,0,3.2519176682802,0,0,0,0,0,0,0,5.424142510345,0,3.94026855617096,0,3.2519176682802,0,0,9.23899755238385,0,0,0,0,0,3.2519176682802,0,0,5.1726654657873,0,0,0,0,0,0,0,0,5.52806551761959,0,0,0,3.2519176682802,0,0
"200303008020",2.1240457630813,0,0,0,0,0,0,0,0,4.6956054236316,0,3.34818450569726,0.512546591381951,4.38209432032103,0,0,2.83725797545025,0,0,0,7.5356683105363,0,0,0,0,0,1.30240981654622,3.22300118226163,0,1.84944634077031,0,0.849755479865829,1.73814100158893,0,0,0,0,0,1.94959431701801,0,0,0,0,1.30240981654622,0
"200303008031",2.88300043671628,0.458467604068616,0,0,0,0,0,0,0,4.43979272558589,2.81567857617894,3.95479625767563,0,0.771633368628646,0,0,2.58132354449672,1.00976112802922,0,2.53630992918592,2.81567857617894,2.38766338344905,0,0,0,0,3.2127605659945,0,0,3.00540522477202,0,0.458467604068616,0,0,0,0,0,0,2.7053506920198,0,0,0,0,0,0
"200303008032",2.02064546362542,0,0,0,0,0,0,0,0,5.34892564363178,2.73404426766935,1.45198755351584,0,0.503389577910485,0,0,0.83665793247794,0,0,3.88701905993138,0,2.38091448716476,0,0,0,0,3.47838440499498,0,0,1.83010700882255,0,0,0,0,0,0,0,0,1.28572150175277,0,0,0,0,0,0
"200303008034",1.29848290305538,0,0,0,0,0,0,0,0,4.39992516013912,0.954834495021553,0,0,5.1224733541117,0,3.19625636453358,2.00052848041033,3.00463682544839,0.725369269862594,0,7.24612353198691,3.25959931473226,0,0,0.42706144722011,0,3.94373385883159,2.62364808645937,0,2.80030471189189,0,0.725369269862594,0.42706144722011,0,0,0,0,0,3.97423113523604,0,0,0,0,0,2.58423732465514
"200303008035",2.23379864395077,0,0,0,0,0,0,0,0.495411752291951,5.58517150943304,0,1.91258449754631,0,0,0,0,0,0,0,1.07278890714374,2.36251374145565,2.16264305713398,0,0,0,0,3.57300239632405,0,0,1.91258449754631,0,0.825204612357786,0,0,0,0,0,0,1.07278890714374,0,0,0,0,0,0
"200303008036",3.38755978622782,0,0,0,0,1.08165837818439,0,0,3.11107842881734,3.11107842881734,1.58905845271639,1.92405899701538,0,0.832783606329964,0,1.28077346033717,2.09782310024933,1.08165837818439,0,0,2.80919399642392,1.82436303594855,0,0,0,0,0.50068780830626,0,0,2.09782310024933,0,2.48886101300826,0,0,0,0,0,0.50068780830626,2.48886101300826,0,0,0,0,0,3.13962015377836
"200303008037",3.16382522184511,0.431487557774582,0,0,0,0,0,0,2.14635736580329,3.9866759496308,0,3.38763709463458,0,1.5637754492903,0,0.731931245142748,2.46732971764156,1.44392058816909,0,0,2.31966654462794,0.731931245142748,0,0,0,0,3.18637235769964,0,1.44392058816909,0.731931245142748,0,1.67079034028717,0,0,0.431487557774582,0,0,5.47168515458516,0,0,0,0,0,0,0
"200303008039",2.76702946055077,1.00082835133011,0,0,0,0,0,0,0,4.04662601968229,1.8183370295607,0.453309736230992,0,0,0,1.61234974730973,0.764082217079288,2.06459916336063,0,4.04662601968229,3.97386185626428,1.72063788300687,0,0,0,0,3.3903242908738,0,0,3.04798794778727,0,0.453309736230992,0,0,1.19211657769403,0,0,0,0,0,0,0,0,0,0
"200303008042",2.48609064239255,0,0,0,0,2.86341868130429,0,0,0,3.97155911876719,1.50508208664612,0,0,3.36854288004908,0,2.9716398311632,1.25368568069179,0,0,0,3.19991199232086,0.405895813086791,0,0,0.693793168483311,0,3.27838758401357,2.83442897498274,0,1.25368568069179,0,1.25368568069179,3.62559807186329,0,0,1.09947351319911,0,0,3.91328874940831,0,0,0,0,0.917065867321038,1.70580494621983
"200303008046",3.63909485731733,0.434998912678046,0,0,0,0,0,0,0.737127107475102,5.1386355198619,1.77574058453256,3.0522813557921,0,0.737127107475102,0,1.57167989695667,0.9688392103393,0,0,3.58011114577343,0.737127107475102,2.99940792345799,0,0,0,0,3.70824523779242,0,0,1.45155955749583,0,0,0,0,0,0,0,0,3.19594856444369,0,0,0,0,0,0
"200303008047",3.12164010709937,0,0,0,0,0,0,0,0,3.37789745330651,0,0.790565051931509,0,3.37789745330651,0,1.65177805130632,1.65177805130632,0,0,0.471453144279166,0,1.52907899890338,0,0,0,0,3.66218164466575,0.790565051931509,0,0,0,0.790565051931509,0,0,0,0,0,0,1.38919129313421,0,0,0,0,0,0
"200303008048",1.62394577695067,0,0,0,0,0,0,0,0,3.10832887743227,3.5439349386634,0,0,0.702239231293608,0,1.11071674522203,0,0,0,5.11174231792406,0,1.3999016244331,0,0,0,0,2.96159653876433,0,0,0,0,0,0,0,0,0,0,0,1.80686728426086,0,0,0,0,0,0
"200303008061",0,0.915087476772198,0,0,0,0,0,1.70310693061347,0,0.915087476772198,3.36535884711569,0,0,0,0,0,0,0.404796811803259,0,6.46957007427025,1.60783325034446,2.56309759557622,0,0,0,0,0.915087476772198,0,0,4.5727254515669,0,0.404796811803259,0,0,0,0,0,0,3.17613127341504,0,0,0,0,0,0
"200303008063",0,0.719934830156172,0,0,0,1.74821623654008,0,0,0,0,0,0,0,1.42621146244632,2.94038279419899,3.36518782313982,0,0,0,0,0,0,0,0,0,7.25661557084825,0,1.99140181350319,0,0,0,0,0,0,0,0,0,0,2.91212992887384,0,0,0,0,0,0
"200303008064",0,0,0,0,0,0,0,1.30104382196635,0,4.76685028212488,3.99751377211542,0,0,0,0,0.957001586463845,0.428286541507506,0.727186949567205,0,6.00300381968043,0,0.428286541507506,0,0,0,0,5.38721009413534,0,0,0,0,0,0,0,0,0,0,0,2.54645371213332,0,0,0,0,0,0
"200303008065",1.26127648853983,0.817558096746736,0,0,0,0,0,0,0,3.7251822685367,4.16275235405063,0,0,0,0,0,1.56755009624725,0,0,7.00731059203492,0,1.80168488918217,0,0,0,0,4.43660370320262,0,0,0.490101023283269,0,0,0,0,0,0,0,0,1.06382875874566,0,0,0,0,0,0
"200303008074",3.06800468408197,1.1871305202188,0,0,0,0,0,0,0.450703338950807,3.42131409962823,3.57611250454909,0,0,3.21548834979369,0,1.48534611686265,2.05834398799344,0,0,3.40253638664496,0,2.60469832070123,0,0,0,0,4.52294552238067,0,0,0.996301519881834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200303008075",1.26686158025616,0,0,3.91365410726346,0,0,0,1.69780872564263,0,0,4.29954539438335,0,0,0,0,1.26686158025616,0,0,0,3.76282580298826,0,3.20212329490475,0,0,0,0,1.90758695240682,0,0,0,2.79105269560396,0,0,0,0,0,0,0,2.7096036917205,0,0,0,0,0,0
"200303008076",2.47442607226605,0,0,0.452579343324627,0,0,0,0,2.83475059900766,5.0207926644356,4.43751979410647,0,0,2.3182420762967,0,0.763011453308978,1.61074472973989,0,1.19072052656608,0,1.48934174398383,0.763011453308978,0,0,0,0,5.39719955484276,0,0,2.60947974340286,0,1.35113679151668,0.452579343324627,0,0,0,0,2.56645707209247,3.44474267247953,0,0,3.32866408094658,0,0,0
