"area_swept"	"year"	"date_yyyymmdd"	"depth_m"	"latitude"	"longitude"	"net_height_m_der"	"net_width_m_der"	"nonspecific_organics_weight_kg"	"o2_at_gear_ml_per_l_der"	"pass"	"performance"	"project"	"salinity_at_gear_psu_der"	"sampling_end_hhmmss"	"sampling_start_hhmmss"	"target_station_design_dim.stn_invalid_for_trawl_date_whid"	"bottom_temp"	"temperature_at_surface_c_der"	"trawl_id"	"turbidity_ntu_der"	"vertebrate_weight_kg"	"vessel"	"vessel_end_latitude_dd"	"vessel_end_longitude_dd"	"vessel_start_latitude_dd"	"vessel_start_longitude_dd"	"date"	"julian"	"year_month"	"NPGO"	"PDO"	"grain_size"	"lithology"
1.834669384625	2003	20030701	88.891	47.22555556	-124.62944444	4.9347	13.2125	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	53420	51540	0	6.6147	NA	200303006031	NA	635.95	"Captain Jack"	47.21748333	-124.62951667	47.22879167	-124.630025	2003-07-01	181	"200307"	1.2024408	0.96	2.747394323349	"hard"
4.45065292125	2004	20040714	138.8189	45.24333333	-124.19055556	7.2273	14.8125	NA	NA	NA	"Satisfactory"	"Groundfish Triennial Shelf Survey"	NA	173509	170308	0	7.237	NA	200406014200	NA	319.39	"Morning Star"	45.23005	-124.1918	45.257025	-124.18943333	2004-07-14	194	"200407"	0.41156805	0.44	3.320467710495	"soft"
1.90100406771	2003	20030706	122.4722	46.22555556	-124.36444444	5.0045	13.8897	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	61647	55917	0	6.5979	NA	200303006037	NA	315.75	"Captain Jack"	46.2344	-124.36318333	46.22361667	-124.36495	2003-07-06	186	"200307"	1.2024408	0.96	4.16940879821777	"soft"
1.87323521866	2003	20030706	193.3821	46.01416667	-124.65777778	4.9111	14.0233	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	140527	134757	0	6.4074	NA	200303006039	NA	487.35	"Captain Jack"	46.00521667	-124.65668333	46.01571667	-124.65826667	2003-07-06	186	"200307"	1.2024408	0.96	4.39083480834961	"soft"
1.75833182364	2003	20030706	92.3351	45.92222222	-124.15888889	5.3391	12.6056	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	185422	183610	0	6.7365	NA	200303006040	NA	234.35	"Captain Jack"	45.926975	-124.16885	45.92096667	-124.15521667	2003-07-06	186	"200307"	1.2024408	0.96	3.28035068511963	"soft"
2.07472753809	2003	20030707	155.4578	45.60055556	-124.31555556	4.7765	13.9455	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	151657	145756	0	6.4486	NA	200303006044	NA	223.11	"Captain Jack"	45.605	-124.3269	45.600425	-124.31305833	2003-07-07	187	"200307"	1.2024408	0.96	4.0543646812439	"hard"
2.063772103875	2003	20030709	96.8557	44.88166667	-124.185	5.6152	12.3719	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	132246	130118	0	7.0532	NA	200303006053	NA	101.55	"Captain Jack"	44.89078333	-124.18646667	44.87773333	-124.18436667	2003-07-09	189	"200307"	1.2024408	0.96	2.51726412773132	"soft"
1.820438915445	2003	20030710	96.1329	44.35083333	-124.60083333	5.3505	13.1515	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	142527	140455	0	7.0223	NA	200303006057	NA	125.26	"Captain Jack"	44.34516667	-124.60141667	44.35664167	-124.60054167	2003-07-10	190	"200307"	1.2024408	0.96	1.85193288326263	"hard"
1.6711850799	2003	20030710	81.2202	44.18777778	-124.30305556	5.5105	12.41	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	171441	165615	0	7.0411	NA	200303006058	NA	975.45	"Captain Jack"	44.1842	-124.29343333	44.18893333	-124.30683333	2003-07-10	190	"200307"	1.2024408	0.96	1.65237200260162	"soft"
2.18775868773	2003	20030711	176.4743	43.91805556	-124.74555556	4.7629	14.4914	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	53843	51811	0	7.0239	NA	200303006059	NA	305.967	"Captain Jack"	43.91425	-124.7516	43.92229167	-124.73970833	2003-07-11	191	"200307"	1.2024408	0.96	4.18192386627197	"hard"
1.978689637017	2003	20030715	142.7181	42.89694444	-124.72166667	4.6149	14.6781	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	140418	134606	0	7.2648	NA	200303006066	NA	582.82	"Captain Jack"	42.89041667	-124.72961667	42.89925	-124.72066667	2003-07-15	195	"200307"	1.2024408	0.96	4.40886259078979	"soft"
1.76270010753	2003	20030717	160.1001	42.61083333	-124.68416667	5.2358	13.737	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	151346	145424	0	7.0731	NA	200303006075	NA	293.75	"Captain Jack"	42.61835	-124.67901667	42.609925	-124.68441667	2003-07-17	197	"200307"	1.2024408	0.96	3.8607816696167	"soft"
2.012755122945	2003	20030718	132.1188	42.13638889	-124.52444444	4.6794	14.0355	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	164132	162238	0	7.5775	NA	200303006080	NA	324.01	"Captain Jack"	42.12951667	-124.51748333	42.13874167	-124.52566667	2003-07-18	198	"200307"	1.2024408	0.96	4.66946983337402	"soft"
1.737468382518	2003	20030719	62.1653	41.60388889	-124.29472222	5.5847	12.4806	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	154653	152752	0	7.8782	NA	200303006084	NA	96.502	"Captain Jack"	41.59768333	-124.28895	41.60695	-124.29701667	2003-07-19	199	"200307"	1.2024408	0.96	4.88310194015503	"hard"
1.736362697967	2003	20030719	83.3097	41.47027778	-124.31638889	5.0516	13.5097	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	175904	174113	0	7.7653	NA	200303006085	NA	353.42	"Captain Jack"	41.46503333	-124.31758333	41.47571667	-124.31523333	2003-07-19	199	"200307"	1.2024408	0.96	5.80882787704468	"soft"
1.640680533	2015	20150524	194.7691	45.98944444	-124.65472222	4.5887	13.2625	NA	1.5406	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	33.9375	183951	182342	0	6.5633	NA	201503008011	NA	312.06	"Excalibur"	45.98441667	-124.65323333	45.99471667	-124.6567	2015-05-24	143	"201505"	-0.71954145	1.2	4.22866296768188	"soft"
1.7436707015	2015	20150524	170.8194	45.9225	-124.58861111	4.3837	13.27	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	202755	201057	0	6.9545	NA	201503008012	NA	204.82	"Excalibur"	45.92855	-124.58863333	45.91698333	-124.58901667	2015-05-24	143	"201505"	-0.71954145	1.2	4.39386653900146	"hard"
1.328510722091	2003	20030904	176.6456	47.99861111	-125.42416667	4.414	14.0651	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	183702	182328	0	6.9905	NA	200303008019	NA	18340.001	"Excalibur"	48.00690833	-125.42138333	47.999775	-125.42759167	2003-09-04	246	"200309"	0.8692253	0.01	6.09109973907471	"soft"
1.853410142068	2003	20030907	155.4036	47.02611111	-124.84361111	4.75	14.0692	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	191535	185741	0	7.179	NA	200303008037	NA	313.39	"Excalibur"	47.0349	-124.84475	47.0242	-124.84653333	2003-09-07	249	"200309"	0.8692253	0.01	4.06713008880615	"soft"
1.74364424588	2003	20030908	88.4169	46.58305556	-124.40083333	4.8943	12.8806	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	103951	102156	0	7.3027	NA	200303008039	NA	620.15	"Excalibur"	46.57565	-124.395325	46.58641667	-124.40126667	2003-09-08	250	"200309"	0.8692253	0.01	5.05536365509033	"hard"
1.997418549775	2003	20030912	179.4055	46.11944444	-124.6525	4.7281	14.1467	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	110455	104711	0	7.4321	NA	200303008042	NA	446.53	"Excalibur"	46.12909167	-124.65084167	46.1174	-124.64951667	2003-09-12	254	"200309"	0.8692253	0.01	4.23209953308105	"soft"
1.66024454816	2003	20030913	153.4589	45.73833333	-124.38194444	5.0476	13.1368	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	154216	152425	0	7.5856	NA	200303008047	NA	708.02	"Excalibur"	45.74658333	-124.38341667	45.73764167	-124.38286667	2003-09-13	255	"200309"	0.8692253	0.01	4.99307823181152	"mixed"
1.96412135985	2003	20030913	116.0771	45.55972222	-124.18694444	4.7886	13.2885	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	180728	175015	0	7.673	NA	200303008048	NA	246.6	"Excalibur"	45.55131667	-124.18301667	45.56368333	-124.185925	2003-09-13	255	"200309"	0.8692253	0.01	3.06628227233887	"soft"
1.870467324768	2003	20030916	82.0532	44.33555556	-124.39	4.9987	12.9504	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	192944	191221	0	7.8957	NA	200303008064	NA	346.35	"Excalibur"	44.32706667	-124.3921	44.339325	-124.390475	2003-09-16	258	"200309"	0.8692253	0.01	1.72834944725037	"hard"
1.581074837186	2003	20030917	95.4345	44.10722222	-124.36055556	5.4	12.5294	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	71151	65356	0	7.9008	NA	200303008065	NA	705.05	"Excalibur"	44.09961667	-124.35941667	44.11015	-124.35906667	2003-09-17	259	"200309"	0.8692253	0.01	2.15926837921143	"soft"
1.550645944694	2015	20150525	167.1354	46.0675	-124.61361111	5.1453	12.8821	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	60525	54840	0	6.5806	NA	201503008013	NA	181.42	"Excalibur"	46.07116667	-124.61613333	46.0614	-124.61878333	2015-05-25	144	"201505"	-0.71954145	1.2	5.03563451766968	"hard"
1.756186430227	2003	20030924	109.5833	42.99166667	-124.62833333	4.7	13.4759	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	115106	113418	0	8.082	NA	200303008074	NA	980.65	"Excalibur"	42.98358333	-124.63095	42.9937	-124.62529167	2003-09-24	266	"200309"	0.8692253	0.01	4.05428075790405	"soft"
1.568815320821	2003	20030924	64.0345	42.80138889	-124.64472222	5.2114	11.9789	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	144038	142314	0	8.4953	NA	200303008075	NA	138.94	"Excalibur"	42.79358333	-124.64433333	42.80508333	-124.64648333	2003-09-24	266	"200309"	0.8692253	0.01	3.97952389717102	"hard"
1.747144136619	2003	20030924	177.7229	42.72444444	-124.70611111	4.5022	12.9897	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	173629	171925	0	8.0724	NA	200303008076	NA	341.08	"Excalibur"	42.7152	-124.70398333	42.72699167	-124.70265	2003-09-24	266	"200309"	0.8692253	0.01	4.42156839370728	"soft"
1.798492608	2003	20030925	137.4958	42.41777778	-124.71138889	4.9442	13.2	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	73152	71516	0	8.2309	NA	200303008079	NA	693.61	"Excalibur"	42.42688333	-124.71385	42.4157	-124.70874167	2003-09-25	267	"200309"	0.8692253	0.01	4.07801151275635	"hard"
1.865347805868	2003	20030926	98.2392	42.24416667	-124.47222222	4.5244	13.6036	NA	NA	2	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	70406	64712	0	8.555	NA	200303008084	NA	191.3	"Excalibur"	42.25265	-124.46993333	42.24138333	-124.47385	2003-09-26	268	"200309"	0.8692253	0.01	4.68666648864746	"hard"
1.49752587825	2015	20150525	148.1342	46.15583333	-124.54222222	5.2316	12.9267	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	80343	74637	0	6.6532	NA	201503008014	NA	535.78	"Excalibur"	46.16065	-124.541	46.1512	-124.54355	2015-05-25	144	"201505"	-0.71954145	1.2	4.01055955886841	"soft"
1.744530174206	2015	20150525	94.5547	46.75916667	-124.47055556	5.2186	13.8433	NA	2.4099	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	33.7374	201019	195224	0	7.4248	NA	201503008018	NA	195.47	"Excalibur"	46.76243333	-124.46853333	46.75525	-124.47835	2015-05-25	144	"201505"	-0.71954145	1.2	5.06418657302856	"hard"
1.556445474386	2015	20150526	75.7286	47.59666667	-124.7	5.8239	11.7238	NA	2.1575	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	33.7277	71353	65700	0	7.4452	NA	201503008020	NA	77.78	"Excalibur"	47.60450833	-124.70087167	47.593505	-124.70014167	2015-05-26	145	"201505"	-0.71954145	1.2	3.10344982147217	"soft"
1.824155090409	2015	20150526	103.5403	47.82861111	-124.89972222	5.122	12.7929	NA	2.6764	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	33.7416	101614	95909	0	7.4874	NA	201503008021	NA	106.09	"Excalibur"	47.83192	-124.901625	47.82105167	-124.89764	2015-05-26	145	"201505"	-0.71954145	1.2	4.3556661605835	"hard"
1.449562658731	2003	20030701	134.5705	46.70194444	-124.60888889	4.8026	12.9547	NA	NA	1	"Satisfactory"	"Groundfish Slope and Shelf Combination Survey"	NA	120125	114657	0	6.7093	NA	200303010036	NA	151.38	"Ms. Julie"	46.7069	-124.60928333	46.69723333	-124.60895	2003-07-01	181	"200307"	1.2024408	0.96	5.00918102264404	"hard"
