"trawl_id","date_yyyymmdd","year","project","depth_m","latitude","longitude","temperature_at_gear_c_der","PDO","NPGO"
200303008042,20030912,2003,"Groundfish Slope and Shelf Combination Survey",179.4055,46.11944444,-124.6525,7.4321,0.01,0.8692253
200303008047,20030913,2003,"Groundfish Slope and Shelf Combination Survey",153.4589,45.73833333,-124.38194444,7.5856,0.01,0.8692253
200303008048,20030913,2003,"Groundfish Slope and Shelf Combination Survey",116.0771,45.55972222,-124.18694444,7.673,0.01,0.8692253
200303008064,20030916,2003,"Groundfish Slope and Shelf Combination Survey",82.0532,44.33555556,-124.39,7.8957,0.01,0.8692253
200303008065,20030917,2003,"Groundfish Slope and Shelf Combination Survey",95.4345,44.10722222,-124.36055556,7.9008,0.01,0.8692253
201503008013,20150525,2015,"Groundfish Slope and Shelf Combination Survey",167.1354,46.0675,-124.61361111,6.5806,1.2,-0.71954145
200303008074,20030924,2003,"Groundfish Slope and Shelf Combination Survey",109.5833,42.99166667,-124.62833333,8.082,0.01,0.8692253
200303008075,20030924,2003,"Groundfish Slope and Shelf Combination Survey",64.0345,42.80138889,-124.64472222,8.4953,0.01,0.8692253
200303008076,20030924,2003,"Groundfish Slope and Shelf Combination Survey",177.7229,42.72444444,-124.70611111,8.0724,0.01,0.8692253
200303008079,20030925,2003,"Groundfish Slope and Shelf Combination Survey",137.4958,42.41777778,-124.71138889,8.2309,0.01,0.8692253
200303008084,20030926,2003,"Groundfish Slope and Shelf Combination Survey",98.2392,42.24416667,-124.47222222,8.555,0.01,0.8692253
201503008014,20150525,2015,"Groundfish Slope and Shelf Combination Survey",148.1342,46.15583333,-124.54222222,6.6532,1.2,-0.71954145
201503008018,20150525,2015,"Groundfish Slope and Shelf Combination Survey",94.5547,46.75916667,-124.47055556,7.4248,1.2,-0.71954145
201503008020,20150526,2015,"Groundfish Slope and Shelf Combination Survey",75.7286,47.59666667,-124.7,7.4452,1.2,-0.71954145
201503008021,20150526,2015,"Groundfish Slope and Shelf Combination Survey",103.5403,47.82861111,-124.89972222,7.4874,1.2,-0.71954145
200303010036,20030701,2003,"Groundfish Slope and Shelf Combination Survey",134.5705,46.70194444,-124.60888889,6.7093,0.96,1.2024408
201503008022,20150526,2015,"Groundfish Slope and Shelf Combination Survey",158.1638,47.96583333,-125.16083333,7.1416,1.2,-0.71954145
200303010044,20030706,2003,"Groundfish Slope and Shelf Combination Survey",140.7445,45.91888889,-124.34416667,6.4191,0.96,1.2024408
200303010045,20030706,2003,"Groundfish Slope and Shelf Combination Survey",144.3701,45.66388889,-124.31027778,6.3302,0.96,1.2024408
200303010057,20030709,2003,"Groundfish Slope and Shelf Combination Survey",86.4896,44.64194444,-124.42944444,7.0669,0.96,1.2024408
200303010084,20030719,2003,"Groundfish Slope and Shelf Combination Survey",84.4811,41.63027778,-124.35666667,7.7501,0.96,1.2024408
200303010085,20030719,2003,"Groundfish Slope and Shelf Combination Survey",190.1492,41.48666667,-124.48611111,6.9202,0.96,1.2024408
200303010086,20030719,2003,"Groundfish Slope and Shelf Combination Survey",114.6991,41.45805556,-124.42305556,7.6328,0.96,1.2024408
200303010087,20030720,2003,"Groundfish Slope and Shelf Combination Survey",60.4486,41.36388889,-124.19027778,7.8397,0.96,1.2024408
200303010088,20030720,2003,"Groundfish Slope and Shelf Combination Survey",171.2034,41.19638889,-124.3575,7.3156,0.96,1.2024408
200403008005,20040822,2004,"Groundfish Slope and Shelf Combination Survey",180.2371,45.79194444,-124.56083333,7.2123,0.85,0.68538324
200403008007,20040823,2004,"Groundfish Slope and Shelf Combination Survey",157.6739,46.03111111,-124.56138889,7.1763,0.85,0.68538324
200403008010,20040823,2004,"Groundfish Slope and Shelf Combination Survey",147.3562,46.37444444,-124.55722222,7.284,0.85,0.68538324
200403008011,20040824,2004,"Groundfish Slope and Shelf Combination Survey",179.5204,47.23194444,-124.87,7.3091,0.85,0.68538324
200403008022,20040826,2004,"Groundfish Slope and Shelf Combination Survey",159.9563,47.96333333,-125.16166667,7.3705,0.85,0.68538324
200403008023,20040826,2004,"Groundfish Slope and Shelf Combination Survey",169.5297,47.85861111,-125.11333333,7.3604,0.85,0.68538324
200403008024,20040826,2004,"Groundfish Slope and Shelf Combination Survey",157.7006,47.79805556,-125.05027778,7.46,0.85,0.68538324
200403008025,20040826,2004,"Groundfish Slope and Shelf Combination Survey",145.4089,47.69527778,-124.98638889,7.468,0.85,0.68538324
200403008026,20040826,2004,"Groundfish Slope and Shelf Combination Survey",62.7209,47.885,-124.78833333,7.7203,0.85,0.68538324
200403008028,20040827,2004,"Groundfish Slope and Shelf Combination Survey",69.1415,47.49916667,-124.63222222,7.5225,0.85,0.68538324
200403008029,20040827,2004,"Groundfish Slope and Shelf Combination Survey",69.8905,47.37055556,-124.57805556,7.6098,0.85,0.68538324
200403008030,20040827,2004,"Groundfish Slope and Shelf Combination Survey",116.8923,47.32972222,-124.70416667,7.5837,0.85,0.68538324
200403008031,20040827,2004,"Groundfish Slope and Shelf Combination Survey",77.1921,47.25555556,-124.56944444,7.6571,0.85,0.68538324
200403008034,20040827,2004,"Groundfish Slope and Shelf Combination Survey",52.2104,46.98666667,-124.3825,7.7267,0.85,0.68538324
200403008035,20040827,2004,"Groundfish Slope and Shelf Combination Survey",87.6739,46.72472222,-124.43416667,7.6788,0.85,0.68538324
200403008036,20040828,2004,"Groundfish Slope and Shelf Combination Survey",66.9592,46.68583333,-124.32166667,7.7714,0.85,0.68538324
200403008037,20040828,2004,"Groundfish Slope and Shelf Combination Survey",62.9485,46.39583333,-124.26916667,7.9961,0.85,0.68538324
200403008038,20040828,2004,"Groundfish Slope and Shelf Combination Survey",103.1735,46.32555556,-124.34222222,7.7165,0.85,0.68538324
200403008039,20040828,2004,"Groundfish Slope and Shelf Combination Survey",114.7034,46.15583333,-124.33305556,7.6093,0.85,0.68538324
200403008040,20040828,2004,"Groundfish Slope and Shelf Combination Survey",152.1938,45.7825,-124.38472222,7.5496,0.85,0.68538324
200403008041,20040828,2004,"Groundfish Slope and Shelf Combination Survey",112.2483,45.69305556,-124.18055556,7.7115,0.85,0.68538324
200403008043,20040829,2004,"Groundfish Slope and Shelf Combination Survey",119.9596,45.55083333,-124.18861111,7.7379,0.85,0.68538324
200403008049,20040830,2004,"Groundfish Slope and Shelf Combination Survey",92.4617,45.05555556,-124.12666667,7.7915,0.85,0.68538324
200403008055,20040904,2004,"Groundfish Slope and Shelf Combination Survey",97.5311,44.37916667,-124.53861111,7.8898,0.75,0.37640228
200403008057,20040904,2004,"Groundfish Slope and Shelf Combination Survey",81.884,44.36583333,-124.39361111,7.8687,0.75,0.37640228
200403008059,20040904,2004,"Groundfish Slope and Shelf Combination Survey",83.2609,44.21944444,-124.31583333,8.0387,0.75,0.37640228
200403008060,20040904,2004,"Groundfish Slope and Shelf Combination Survey",87.4481,44.31888889,-124.39305556,7.852,0.75,0.37640228
200403008061,20040904,2004,"Groundfish Slope and Shelf Combination Survey",99.1392,44.29555556,-124.58777778,7.9177,0.75,0.37640228
200403008062,20040905,2004,"Groundfish Slope and Shelf Combination Survey",111.0651,44.12416667,-124.74333333,7.9588,0.75,0.37640228
200403008066,20040906,2004,"Groundfish Slope and Shelf Combination Survey",102.6212,43.67277778,-124.30222222,8.1168,0.75,0.37640228
200403008068,20040906,2004,"Groundfish Slope and Shelf Combination Survey",121.6766,43.44888889,-124.51055556,8.1641,0.75,0.37640228
200403008069,20040906,2004,"Groundfish Slope and Shelf Combination Survey",188.1654,43.385,-124.64666667,7.5219,0.75,0.37640228
200403008070,20040906,2004,"Groundfish Slope and Shelf Combination Survey",54.2167,43.20638889,-124.47111111,8.3113,0.75,0.37640228
200403008074,20040907,2004,"Groundfish Slope and Shelf Combination Survey",126.1576,42.59666667,-124.64166667,8.3341,0.75,0.37640228
200403008079,20040909,2004,"Groundfish Slope and Shelf Combination Survey",145.4136,42.16333333,-124.54944444,8.3261,0.75,0.37640228
200403008082,20040909,2004,"Groundfish Slope and Shelf Combination Survey",175.7894,42.06666667,-124.58166667,8.5479,0.75,0.37640228
200403008083,20040909,2004,"Groundfish Slope and Shelf Combination Survey",64.3157,41.89916667,-124.38583333,8.831,0.75,0.37640228
200403008084,20040910,2004,"Groundfish Slope and Shelf Combination Survey",103.2824,41.57555556,-124.385,8.7422,0.75,0.37640228
200403008088,20040911,2004,"Groundfish Slope and Shelf Combination Survey",96.1612,42.09083333,-124.44111111,8.658,0.75,0.37640228
200403008089,20040911,2004,"Groundfish Slope and Shelf Combination Survey",97.6058,42.02388889,-124.44833333,8.7608,0.75,0.37640228
200403010026,20040531,2004,"Groundfish Slope and Shelf Combination Survey",170.1641,47.96805556,-125.21944444,7.0967,0.88,0.20735337
200403010030,20040601,2004,"Groundfish Slope and Shelf Combination Survey",147.5793,47.02916667,-124.82611111,7.2498,0.04,0.77647507
200403010031,20040601,2004,"Groundfish Slope and Shelf Combination Survey",112.1224,46.53055556,-124.43944444,7.4428,0.04,0.77647507
200403010035,20040602,2004,"Groundfish Slope and Shelf Combination Survey",132.0325,46.36555556,-124.48583333,7.2809,0.04,0.77647507
200403010036,20040602,2004,"Groundfish Slope and Shelf Combination Survey",72.3775,46.29583333,-124.26944444,7.3241,0.04,0.77647507
200403010038,20040603,2004,"Groundfish Slope and Shelf Combination Survey",188.0013,46.09888889,-124.65861111,6.8315,0.04,0.77647507
200403010039,20040603,2004,"Groundfish Slope and Shelf Combination Survey",125.2728,46.15027778,-124.41472222,NA,0.04,0.77647507
200403010040,20040603,2004,"Groundfish Slope and Shelf Combination Survey",101.3143,46.05555556,-124.26416667,7.4823,0.04,0.77647507
200403010041,20040603,2004,"Groundfish Slope and Shelf Combination Survey",93.7444,45.99555556,-124.2025,7.4556,0.04,0.77647507
200403010045,20040609,2004,"Groundfish Slope and Shelf Combination Survey",115.4856,45.90388889,-124.24194444,7.3839,0.04,0.77647507
200403010062,20040613,2004,"Groundfish Slope and Shelf Combination Survey",92.1588,44.85972222,-124.19472222,7.6145,0.04,0.77647507
200403010063,20040613,2004,"Groundfish Slope and Shelf Combination Survey",59.8277,44.82888889,-124.13083333,7.7176,0.04,0.77647507
200403010064,20040614,2004,"Groundfish Slope and Shelf Combination Survey",52.5242,44.66472222,-124.16472222,7.8001,0.04,0.77647507
200403010065,20040614,2004,"Groundfish Slope and Shelf Combination Survey",73.0753,44.56222222,-124.23444444,7.7403,0.04,0.77647507
200403010066,20040614,2004,"Groundfish Slope and Shelf Combination Survey",66.5789,44.5675,-124.37694444,7.9126,0.04,0.77647507
200403010067,20040614,2004,"Groundfish Slope and Shelf Combination Survey",67.3118,44.49388889,-124.42722222,8.1373,0.04,0.77647507
200403010068,20040615,2004,"Groundfish Slope and Shelf Combination Survey",153.2523,44.36694444,-124.77277778,7.2427,0.04,0.77647507
200403010069,20040615,2004,"Groundfish Slope and Shelf Combination Survey",91.7579,44.36638889,-124.60888889,7.6022,0.04,0.77647507
200403010070,20040615,2004,"Groundfish Slope and Shelf Combination Survey",90.604,44.3325,-124.49611111,7.6314,0.04,0.77647507
200403010071,20040615,2004,"Groundfish Slope and Shelf Combination Survey",99.0279,44.23888889,-124.53138889,7.8069,0.04,0.77647507
200403010072,20040615,2004,"Groundfish Slope and Shelf Combination Survey",101.1063,44.23055556,-124.56194444,7.802,0.04,0.77647507
200403010074,20040616,2004,"Groundfish Slope and Shelf Combination Survey",154.5989,43.45305556,-124.57444444,7.0094,0.04,0.77647507
200403010076,20040620,2004,"Groundfish Slope and Shelf Combination Survey",117.5817,44.13277778,-124.67888889,6.4942,0.04,0.77647507
200403010077,20040620,2004,"Groundfish Slope and Shelf Combination Survey",143.7019,44.01583333,-124.60694444,6.7954,0.04,0.77647507
200403010096,20040625,2004,"Groundfish Slope and Shelf Combination Survey",137.9823,41.87027778,-124.48861111,7.494,0.04,0.77647507
200403015008,20040823,2004,"Groundfish Slope and Shelf Combination Survey",109.9547,46.93666667,-124.64388889,7.528,0.85,0.68538324
200403015009,20040823,2004,"Groundfish Slope and Shelf Combination Survey",69.0598,46.89861111,-124.42,7.6221,0.85,0.68538324
200403015010,20040824,2004,"Groundfish Slope and Shelf Combination Survey",180.9144,47.53916667,-124.96194444,7.2304,0.85,0.68538324
201503008032,20150528,2015,"Groundfish Slope and Shelf Combination Survey",155.3405,47.79694444,-125.04444444,6.9993,1.2,-0.71954145
200403015014,20040825,2004,"Groundfish Slope and Shelf Combination Survey",82.5332,47.66805556,-124.77666667,7.4907,0.85,0.68538324
200403015015,20040825,2004,"Groundfish Slope and Shelf Combination Survey",115.4936,47.60305556,-124.85583333,7.5217,0.85,0.68538324
200403015016,20040825,2004,"Groundfish Slope and Shelf Combination Survey",172.1032,47.67027778,-125.04472222,7.3851,0.85,0.68538324
200403015023,20040827,2004,"Groundfish Slope and Shelf Combination Survey",85.4107,47.99833333,-124.91527778,7.537,0.85,0.68538324
200403015026,20040828,2004,"Groundfish Slope and Shelf Combination Survey",154.0888,47.36388889,-124.76944444,7.4171,0.85,0.68538324
200403015027,20040828,2004,"Groundfish Slope and Shelf Combination Survey",171.9282,47.15944444,-124.92527778,7.32,0.85,0.68538324
200403015028,20040828,2004,"Groundfish Slope and Shelf Combination Survey",130.3778,46.69472222,-124.57833333,7.4921,0.85,0.68538324
200403015029,20040828,2004,"Groundfish Slope and Shelf Combination Survey",54.6129,46.75166667,-124.30138889,7.7782,0.85,0.68538324
200403015030,20040831,2004,"Groundfish Slope and Shelf Combination Survey",128.0896,46.07138889,-124.40416667,7.4359,0.85,0.68538324
200403015037,20040902,2004,"Groundfish Slope and Shelf Combination Survey",178.4152,45.39194444,-124.32027778,7.6565,0.75,0.37640228
200403015038,20040902,2004,"Groundfish Slope and Shelf Combination Survey",194.1634,45.36972222,-124.34083333,7.6246,0.75,0.37640228
200403015045,20040904,2004,"Groundfish Slope and Shelf Combination Survey",130.7371,45.06833333,-124.195,7.7568,0.75,0.37640228
200403015049,20040904,2004,"Groundfish Slope and Shelf Combination Survey",141.9292,44.86083333,-124.32722222,7.7868,0.75,0.37640228
200403015050,20040905,2004,"Groundfish Slope and Shelf Combination Survey",105.08,44.77444444,-124.27138889,7.8118,0.75,0.37640228
200403015051,20040905,2004,"Groundfish Slope and Shelf Combination Survey",78.3824,44.70611111,-124.27583333,7.8561,0.75,0.37640228
200403015052,20040905,2004,"Groundfish Slope and Shelf Combination Survey",76.2073,44.61083333,-124.27777778,7.8641,0.75,0.37640228
200403015061,20040907,2004,"Groundfish Slope and Shelf Combination Survey",129.7681,44.28361111,-124.78555556,7.8083,0.75,0.37640228
200403015062,20040907,2004,"Groundfish Slope and Shelf Combination Survey",127.5763,44.07527778,-124.56,7.5631,0.75,0.37640228
200403015072,20040909,2004,"Groundfish Slope and Shelf Combination Survey",112.6139,43.60833333,-124.37,8.004,0.75,0.37640228
200403015073,20040909,2004,"Groundfish Slope and Shelf Combination Survey",144.1914,43.545,-124.50361111,8.0716,0.75,0.37640228
200403015079,20040911,2004,"Groundfish Slope and Shelf Combination Survey",131.8528,42.08694444,-124.53888889,8.6056,0.75,0.37640228
200403015080,20040911,2004,"Groundfish Slope and Shelf Combination Survey",95.3783,42.13694444,-124.445,8.6559,0.75,0.37640228
200403015084,20040915,2004,"Groundfish Slope and Shelf Combination Survey",156.9479,41.65416667,-124.44833333,8.3517,0.75,0.37640228
200403015085,20040916,2004,"Groundfish Slope and Shelf Combination Survey",69.774,41.25444444,-124.22055556,9.0532,0.75,0.37640228
200403015086,20040916,2004,"Groundfish Slope and Shelf Combination Survey",154.9012,41.27833333,-124.38638889,8.5933,0.75,0.37640228
201503008034,20150528,2015,"Groundfish Slope and Shelf Combination Survey",183.0742,47.53583333,-124.96083333,6.8553,1.2,-0.71954145
201503008035,20150528,2015,"Groundfish Slope and Shelf Combination Survey",171.9113,47.35277778,-124.775,6.8975,1.2,-0.71954145
200503008018,20050825,2005,"Groundfish Slope and Shelf Combination Survey",124.8023,47.89972222,-125.03694444,7.1438,0.25,-1.1301204
200503008031,20050827,2005,"Groundfish Slope and Shelf Combination Survey",124.1285,47.40388889,-124.74861111,6.8514,0.25,-1.1301204
200503008032,20050827,2005,"Groundfish Slope and Shelf Combination Survey",105.4866,47.25861111,-124.68416667,7.107,0.25,-1.1301204
200503008033,20050827,2005,"Groundfish Slope and Shelf Combination Survey",73.2429,47.12277778,-124.56638889,7.2233,0.25,-1.1301204
200503008034,20050827,2005,"Groundfish Slope and Shelf Combination Survey",89.494,47.03416667,-124.60944444,7.32,0.25,-1.1301204
200503008035,20050827,2005,"Groundfish Slope and Shelf Combination Survey",136.0714,46.82444444,-124.6925,7.1126,0.25,-1.1301204
200503008036,20050828,2005,"Groundfish Slope and Shelf Combination Survey",72.0076,46.53083333,-124.32472222,7.2486,0.25,-1.1301204
200503008037,20050828,2005,"Groundfish Slope and Shelf Combination Survey",77.7313,46.48361111,-124.33277778,7.2597,0.25,-1.1301204
200503008038,20050828,2005,"Groundfish Slope and Shelf Combination Survey",95.267,46.38277778,-124.37333333,7.2481,0.25,-1.1301204
200503008039,20050828,2005,"Groundfish Slope and Shelf Combination Survey",143.7452,46.27361111,-124.5075,6.955,0.25,-1.1301204
200503008041,20050829,2005,"Groundfish Slope and Shelf Combination Survey",180.5629,46.12583333,-124.65138889,7.064,0.25,-1.1301204
200503008042,20050829,2005,"Groundfish Slope and Shelf Combination Survey",174.8287,45.7975,-124.56138889,7.2495,0.25,-1.1301204
200503008044,20050829,2005,"Groundfish Slope and Shelf Combination Survey",122.399,45.66083333,-124.21777778,7.344,0.25,-1.1301204
200503008045,20050829,2005,"Groundfish Slope and Shelf Combination Survey",104.5571,45.53194444,-124.14361111,7.4274,0.25,-1.1301204
200503008046,20050830,2005,"Groundfish Slope and Shelf Combination Survey",108.6076,45.15416667,-124.14888889,7.6266,0.25,-1.1301204
200503008050,20050831,2005,"Groundfish Slope and Shelf Combination Survey",139.0244,44.62472222,-124.53333333,7.5154,0.25,-1.1301204
200503008051,20050831,2005,"Groundfish Slope and Shelf Combination Survey",92.0189,44.76888889,-124.25055556,7.5164,0.25,-1.1301204
200503008052,20050905,2005,"Groundfish Slope and Shelf Combination Survey",68.8625,44.53111111,-124.23,7.5324,-0.46,-1.5725517
200503008053,20050905,2005,"Groundfish Slope and Shelf Combination Survey",76.3108,44.34138889,-124.31833333,7.5579,-0.46,-1.5725517
200503008054,20050905,2005,"Groundfish Slope and Shelf Combination Survey",64.4269,44.24666667,-124.22722222,7.9276,-0.46,-1.5725517
200503008055,20050905,2005,"Groundfish Slope and Shelf Combination Survey",92.2354,44.24027778,-124.38444444,7.6673,-0.46,-1.5725517
200503008056,20050905,2005,"Groundfish Slope and Shelf Combination Survey",98.6363,44.38694444,-124.54805556,7.7323,-0.46,-1.5725517
200503008057,20050906,2005,"Groundfish Slope and Shelf Combination Survey",171.2284,44.43527778,-124.74555556,7.4812,-0.46,-1.5725517
200503008063,20050907,2005,"Groundfish Slope and Shelf Combination Survey",125.1979,44.03611111,-124.70527778,7.7505,-0.46,-1.5725517
200503008064,20050907,2005,"Groundfish Slope and Shelf Combination Survey",126.5735,44.02527778,-124.70055556,7.8069,-0.46,-1.5725517
200503008065,20050907,2005,"Groundfish Slope and Shelf Combination Survey",150.6307,43.9825,-124.64916667,7.6436,-0.46,-1.5725517
200503008066,20050907,2005,"Groundfish Slope and Shelf Combination Survey",142.0975,43.97805556,-124.50916667,7.926,-0.46,-1.5725517
200503008067,20050908,2005,"Groundfish Slope and Shelf Combination Survey",112.1286,43.80888889,-124.35666667,7.7811,-0.46,-1.5725517
200503008068,20050908,2005,"Groundfish Slope and Shelf Combination Survey",182.026,43.76972222,-124.54916667,7.8675,-0.46,-1.5725517
200503008070,20050908,2005,"Groundfish Slope and Shelf Combination Survey",124.1198,43.60166667,-124.41833333,8.0103,-0.46,-1.5725517
200503008071,20050908,2005,"Groundfish Slope and Shelf Combination Survey",105.3137,43.48472222,-124.40916667,8.0903,-0.46,-1.5725517
200503008072,20050909,2005,"Groundfish Slope and Shelf Combination Survey",107.9257,43.32444444,-124.54611111,8.2221,-0.46,-1.5725517
